chapter,verse,text,prep
28,47,"Dan agar mereka tidak mengatakan ketika azab menimpa mereka disebabkan apa yang mereka kerjakan: \""Ya Tuhan kami, mengapa Engkau tidak mengutus seorang rasul kepada kami, lalu kami mengikuti ayat-ayat Engkau dan jadilah kami termasuk orang-orang mukmin\"".",azab timpa sebab kerja ya tuhan engkau utus rasul ikut ayatayat engkau orangorang mukmin
28,49,"Katakanlah: \""Datangkanlah olehmu sebuah kitab dari sisi Allah yang kitab itu lebih (dapat) memberi petunjuk daripada keduanya (Taurat dan Al Quran) niscaya aku mengikutinya, jika kamu sungguh orang-orang yang benar\"".",datang oleh kitab sisi allah kitab tunjuk taurat al quran niscaya ikut sungguh orangorang
28,51,Dan sesungguhnya telah Kami turunkan berturut-turut perkataan ini (Al Quran) kepada mereka agar mereka mendapat pelajaran.,sungguh turun berturutturut kata al quran ajar
28,61,"Maka apakah orang yang Kami janjikan kepadanya suatu janji yang baik (surga) lalu ia memperolehnya, sama dengan orang yang Kami berikan kepadanya kenikmatan hidup duniawi; kemudian dia pada hari kiamat termasuk orang-orang yang diseret (ke dalam neraka)?",orang janji janji surga oleh orang nikmat hidup duniawi hari kiamat orangorang seret neraka
28,68,Dan Tuhanmu menciptakan apa yang Dia kehendaki dan memilihnya. Sekali-kali tidak ada pilihan bagi mereka. Maha Suci Allah dan Maha Tinggi dari apa yang mereka persekutukan (dengan Dia).,tuhan cipta hendak pilih sekalikali pilih maha suci allah maha sekutu
28,69,Dan Tuhanmu mengetahui apa yang disembunyikan (dalam) dada mereka dan apa yang mereka nyatakan.,tuhan sembunyi dada nyata
28,71,"Katakanlah: \""Terangkanlah kepadaku, jika Allah menjadikan untukmu malam itu terus menerus sampai hari kiamat, siapakah Tuhan selain Allah yang akan mendatangkan sinar terang kepadamu? Maka apakah kamu tidak mendengar?\""",terang kepada allah jadi untuk malam terus hari kiamat tuhan allah sinar terang kepada dengar
28,72,"Katakanlah: \""Terangkanlah kepadaku, jika Allah menjadikan untukmu siang itu terus menerus sampai hari kiamat, siapakah Tuhan selain Allah yang akan mendatangkan malam kepadamu yang kamu beristirahat padanya? Maka apakah kamu tidak memperhatikan?\""",terang kepada allah jadi untuk siang terus hari kiamat tuhan allah malam kepada istirahat perhati
28,74,"Dan (ingatlah) hari (di waktu) Allah menyeru mereka, seraya berkata: \""Di manakah sekutu-sekutu-Ku yang dahulu kamu katakan?\""",ingat hari allah seru seraya mana sekutusekutuku
28,75,"Dan Kami datangkan dari tiap-tiap umat seorang saksi, lalu Kami berkata \""Tunjukkanlah bukti kebenaranmu\"", maka tahulah mereka bahwasanya yang hak itu kepunyaan Allah dan lenyaplah dari mereka apa yang dahulunya mereka ada-adakan.",datang tiaptiap umat saksi tunjuk bukti benar tahu hak punya allah lenyap dahulu adaadakan
28,84,"Barangsiapa yang datang dengan (membawa) kebaikan, maka baginya (pahala) yang lebih baik daripada kebaikannya itu; dan barangsiapa yang datang dengan (membawa) kejahatan, maka tidaklah diberi pembalasan kepada orang-orang yang telah mengerjakan kejahatan itu, melainkan (seimbang) dengan apa yang dahulu mereka kerjakan.",barangsiapa bawa baik bagi pahala baik barangsiapa bawa jahat balas orangorang jahat imbang kerja
28,85,"Sesungguhnya yang mewajibkan atasmu (melaksanakan hukum-hukum) Al Quran, benar-benar akan mengembalikan kamu ke tempat kembali. Katakanlah: \""Tuhanku mengetahui orang yang membawa petunjuk dan orang yang dalam kesesatan yang nyata\"".",sungguh wajib atas laksana hukumhukum al quran benarbenar kembali tuhan orang bawa tunjuk orang sesat nyata
29,2,"Apakah manusia itu mengira bahwa mereka dibiarkan (saja) mengatakan: \""Kami telah beriman\"", sedang mereka tidak diuji lagi?",manusia biar iman uji
29,3,"Dan sesungguhnya kami telah menguji orang-orang yang sebelum mereka, maka sesungguhnya Allah mengetahui orang-orang yang benar dan sesungguhnya Dia mengetahui orang-orang yang dusta.",sungguh uji orangorang sungguh allah orangorang sungguh orangorang dusta
29,4,Ataukah orang-orang yang mengerjakan kejahatan itu mengira bahwa mereka akan luput (dari azab) Kami? Amatlah buruk apa yang mereka tetapkan itu.,orangorang jahat luput azab buruk tetap
29,6,"Dan barangsiapa yang berjihad, maka sesungguhnya jihadnya itu adalah untuk dirinya sendiri. Sesungguhnya Allah benar-benar Maha Kaya (tidak memerlukan sesuatu) dari semesta alam.",barangsiapa jihad sungguh jihad sungguh allah benarbenar maha kaya semesta alam
29,12,"Dan berkatalah orang-orang kafir kepada orang-orang yang beriman: \""Ikutilah jalan kami, dan nanti kami akan memikul dosa-dosamu\"", dan mereka (sendiri) sedikitpun tidak (sanggup), memikul dosa-dosa mereka. Sesungguhnya mereka adalah benar-benar orang pendusta.",kata orangorang kafir orangorang iman ikut jalan pikul dosadosamu sedikit sanggup pikul dosadosa sungguh benarbenar orang dusta
29,15,Maka Kami selamatkan Nuh dan penumpang-penumpang bahtera itu dan Kami jadikan peristiwa itu pelajaran bagi semua umat manusia.,selamat nuh penumpangpenumpang bahtera jadi peristiwa ajar umat manusia
29,18,"Dan jika kamu (orang kafir) mendustakan, maka umat yang sebelum kamu juga telah mendustakan. Dan kewajiban rasul itu, tidak lain hanyalah menyampaikan (agama Allah) dengan seterang-terangnya\"".",orang kafir dusta umat dusta wajib rasul agama allah seterangterangnya
29,19,"Dan apakah mereka tidak memperhatikan bagaimana Allah menciptakan (manusia) dari permulaannya, kemudian mengulanginya (kembali). Sesungguhnya yang demikian itu adalah mudah bagi Allah.",perhati allah cipta manusia mula ulang sungguh mudah allah
29,21,"Allah mengazab siapa yang dikehendaki-Nya, dan memberi rahmat kepada siapa yang dikehendaki-Nya, dan hanya kepada-Nya-lah kamu akan dikembalikan.",allah azab hendak rahmat hendak kepada kembali
29,28,"Dan (ingatlah) ketika Luth berkata pepada kaumnya: \""Sesungguhnya kamu benar-benar mengerjakan perbuatan yang amat keji yang belum pernah dikerjakan oleh seorangpun dari umat-umat sebelum kamu\"".",ingat luth pada kaum sungguh benarbenar buat keji orang umatumat
29,29,"Apakah sesungguhnya kamu patut mendatangi laki-laki, menyamun dan mengerjakan kemungkaran di tempat-tempat pertemuanmu? Maka jawaban kaumnya tidak lain hanya mengatakan: \""Datangkanlah kepada kami azab Allah, jika kamu termasuk orang-orang yang benar\"".",sungguh patut lakilaki samun mungkar tempattempat temu kaum datang azab allah orangorang
29,48,"Dan kamu tidak pernah membaca sebelumnya (Al Quran) sesuatu Kitabpun dan kamu tidak (pernah) menulis suatu Kitab dengan tangan kananmu; andaikata (kamu pernah membaca dan menulis), benar-benar ragulah orang yang mengingkari(mu).",baca al quran kitab tulis kitab tangan kanan andaikata baca tulis benarbenar ragu orang ingkar
29,49,"Sebenarnya, Al Quran itu adalah ayat-ayat yang nyata di dalam dada orang-orang yang diberi ilmu. Dan tidak ada yang mengingkari ayat-ayat Kami kecuali orang-orang yang zalim.",al quran ayatayat nyata dada orangorang ilmu ingkar ayatayat kecuali orangorang zalim
29,53,"Dan mereka meminta kepadamu supaya segera diturunkan azab. Kalau tidaklah karena waktu yang telah ditetapkan, benar-benar telah datang azab kepada mereka, dan azab itu benar-benar akan datang kepada mereka dengan tiba-tiba, sedang mereka tidak menyadarinya.",kepada turun azab tetap benarbenar azab azab benarbenar tibatiba sadar
29,55,"pada hari mereka ditutup oleh azab dari atas mereka dan dari bawah kaki mereka dan Allah berkata (kepada mereka): \""Rasailah (pembalasan dari) apa yang telah kamu kerjakan\"".",hari tutup azab kaki allah rasai balas kerja
29,64,"Dan tiadalah kehidupan dunia ini melainkan senda gurau dan main-main. Dan sesungguhnya akhirat itulah yang sebenarnya kehidupan, kalau mereka mengetahui.",tiada hidup dunia senda gurau mainmain sungguh akhirat hidup
29,66,agar mereka mengingkari nikmat yang telah Kami berikan kepada mereka dan agar mereka (hidup) bersenang-senang (dalam kekafiran). Kelak mereka akan mengetahui (akibat perbuatannya).,ingkar nikmat hidup bersenangsenang kafir kelak akibat buat
29,67,"Dan apakah mereka tidak memperhatikan, bahwa sesungguhnya Kami telah menjadikan (negeri mereka) tanah suci yang aman, sedang manusia sekitarnya rampok-merampok. Maka mengapa (sesudah nyata kebenaran) mereka masih percaya kepada yang bathil dan ingkar kepada nikmat Allah?",perhati sungguh jadi negeri tanah suci aman manusia rampokmerampok nyata benar percaya bathil ingkar nikmat allah
30,10,"Kemudian, akibat orang-orang yang mengerjakan kejahatan adalah (azab) yang lebih buruk, karena mereka mendustakan ayat-ayat Allah dan mereka selalu memperolok-oloknya.",akibat orangorang jahat azab buruk dusta ayatayat allah memperolokoloknya
30,11,"Allah menciptakan (manusia) dari permulaan, kemudian mengembalikan (menghidupkan)nya kembali; kemudian kepada-Nya-lah kamu dikembalikan",allah cipta manusia mula kembali hidup kepada kembali
30,12,"Dan pada hari terjadinya kiamat, orang-orang yang berdosa terdiam berputus asa.",hari kiamat orangorang dosa diam putus asa
30,13,Dan sekali-kali tidak ada pemberi syafa´at bagi mereka dari berhala-berhala mereka dan adalah mereka mengingkari berhala mereka itu.,sekalikali beri syafa at berhalaberhala ingkar berhala
30,17,"Maka bertasbihlah kepada Allah di waktu kamu berada di petang hari dan waktu kamu berada di waktu subuh,",tasbih allah petang hari subuh
30,18,dan bagi-Nya-lah segala puji di langit dan di bumi dan di waktu kamu berada pada petang hari dan di waktu kamu berada di waktu Zuhur.,bagi puji langit bumi petang hari zuhur
30,28,"Dia membuat perumpamaan untuk kamu dari dirimu sendiri. Apakah ada diantara hamba-sahaya yang dimiliki oleh tangan kananmu, sekutu bagimu dalam (memiliki) rezeki yang telah Kami berikan kepadamu; maka kamu sama dengan mereka dalam (hak mempergunakan) rezeki itu, kamu takut kepada mereka sebagaimana kamu takut kepada dirimu sendiri? Demikianlah Kami jelaskan ayat-ayat bagi kaum yang berakal.",umpama diri hambasahaya milik tangan kanan sekutu bagi milik rezeki kepada hak rezeki takut takut diri ayatayat kaum akal
30,29,"Tetapi orang-orang yang zalim, mengikuti hawa nafsunya tanpa ilmu pengetahuan; maka siapakah yang akan menunjuki orang yang telah disesatkan Allah? Dan tiadalah bagi mereka seorang penolongpun.",orangorang zalim ikut hawa nafsu ilmu tahu orang sesat allah tiada tolong
30,32,yaitu orang-orang yang memecah-belah agama mereka dan mereka menjadi beberapa golongan. Tiap-tiap golongan merasa bangga dengan apa yang ada pada golongan mereka.,orangorang memecahbelah agama golong tiaptiap golong bangga golong
30,34,"sehingga mereka mengingkari akan rahmat yang telah Kami berikan kepada mereka. Maka bersenang-senanglah kamu sekalian, kelak kamu akan mengetahui (akibat perbuatanmu).",ingkar rahmat bersenangsenanglah kelak akibat buat
30,35,"Atau pernahkah Kami menurunkan kepada mereka keterangan, lalu keterangan itu menunjukkan (kebenaran) apa yang mereka selalu mempersekutukan dengan Tuhan?",pernah turun terang terang benar sekutu tuhan
30,38,"Maka berikanlah kepada kerabat yang terdekat akan haknya, demikian (pula) kepada fakir miskin dan orang-orang yang dalam perjalanan. Itulah yang lebih baik bagi orang-orang yang mencari keridhaan Allah; dan mereka itulah orang-orang beruntung.",beri kerabat dekat hak fakir miskin orangorang jalan orangorang cari keridhaan allah orangorang untung
30,43,"Oleh karena itu, hadapkanlah wajahmu kepada agama yang lurus (Islam) sebelum datang dari Allah suatu hari yang tidak dapat ditolak (kedatangannya): pada hari itu mereka terpisah-pisah.",hadap wajah agama lurus islam allah hari tolak datang hari terpisahpisah
30,49,"Dan Sesungguhnya sebelum hujan diturunkan kepada mereka, mereka benar-benar telah berputus asa.",sungguh hujan turun benarbenar putus asa
30,51,"Dan sungguh, jika Kami mengirimkan angin (kepada tumbuh-tumbuhan) lalu mereka melihat (tumbuh-tumbuhan itu) menjadi kuning (kering), benar-benar tetaplah mereka sesudah itu menjadi orang yang ingkar.",sungguh kirim angin tumbuhtumbuhan tumbuhtumbuhan kuning kering benarbenar tetap orang ingkar
30,52,"Maka Sesungguhnya kamu tidak akan sanggup menjadikan orang-orang yang mati itu dapat mendengar, dan menjadikan orang-orang yang tuli dapat mendengar seruan, apabila mereka itu berpaling membelakang.",sungguh sanggup jadi orangorang mati dengar jadi orangorang tuli dengar seru paling belakang
30,55,"Dan pada hari terjadinya kiamat, bersumpahlah orang-orang yang berdosa; \""mereka tidak berdiam (dalam kubur) melainkan sesaat (saja)\"". Seperti demikianlah mereka selalu dipalingkan (dari kebenaran).",hari kiamat sumpah orangorang dosa diam kubur paling benar
31,5,Mereka itulah orang-orang yang tetap mendapat petunjuk dari Tuhannya dan mereka itulah orang-orang yang beruntung.,orangorang tunjuk tuhan orangorang untung
31,22,"Dan barangsiapa yang menyerahkan dirinya kepada Allah, sedang dia orang yang berbuat kebaikan, maka sesungguhnya ia telah berpegang kepada buhul tali yang kokoh. Dan hanya kepada Allah-lah kesudahan segala urusan.",barangsiapa serah allah orang buat baik sungguh pegang buhul tali kokoh allah sudah urus
31,24,"Kami biarkan mereka bersenang-senang sebentar, kemudian Kami paksa mereka (masuk) ke dalam siksa yang keras.",biar bersenangsenang sebentar paksa masuk siksa keras
32,12,"Dan, jika sekiranya kamu melihat mereka ketika orang-orang yang berdosa itu menundukkan kepalanya di hadapan Tuhannya, (mereka berkata): \""Ya Tuhan kami, kami telah melihat dan mendengar, maka kembalikanlah kami (ke dunia), kami akan mengerjakan amal saleh, sesungguhnya kami adalah orang-orang yang yakin\"".",orangorang dosa tunduk kepala hadap tuhan ya tuhan dengar kembali dunia amal saleh sungguh orangorang
32,21,"Dan Sesungguhnya Kami merasakan kepada mereka sebahagian azab yang dekat (di dunia) sebelum azab yang lebih besar (di akhirat), mudah-mudahan mereka kembali (ke jalan yang benar).",sungguh rasa sebahagian azab dunia azab akhirat mudahmudahan jalan
32,22,"Dan siapakah yang lebih zalim daripada orang yang telah diperingatkan dengan ayat-ayat Tuhannya, kemudian ia berpaling daripadanya? Sesungguhnya Kami akan memberikan pembalasan kepada orang-orang yang berdosa.",zalim orang ingat ayatayat tuhan paling daripada sungguh balas orangorang dosa
32,28,"Dan mereka bertanya: \""Bilakah kemenangan itu (datang) jika kamu memang orang-orang yang benar?\""",menang orangorang
32,29,"Katakanlah: \""Pada hari kemenangan itu tidak berguna bagi orang-orang kafir, iman mereka dan tidak pula mereka diberi tangguh\"".",hari menang guna orangorang kafir iman tangguh
32,30,"Maka berpalinglah kamu dari mereka dan tunggulah, sesungguhnya mereka (juga) menunggu.",paling tunggu sungguh tunggu
33,3,dan bertawakkallah kepada Allah. Dan cukuplah Allah sebagai Pemelihara.,bertawakkallah allah allah pelihara
33,8,agar Dia menanyakan kepada orang-orang yang benar tentang kebenaran mereka dan Dia menyediakan bagi orang-orang kafir siksa yang pedih.,orangorang benar sedia orangorang kafir siksa pedih
33,17,"Katakanlah: \""Siapakah yang dapat melindungi kamu dari (takdir) Allah jika Dia menghendaki bencana atasmu atau menghendaki rahmat untuk dirimu?\"" Dan orang-orang munafik itu tidak memperoleh bagi mereka pelindung dan penolong selain Allah.",lindung takdir allah bencana atas rahmat diri orangorang munafik oleh lindung tolong allah
33,30,"Hai isteri-isteri Nabi, siapa-siapa di antaramu yang mengerjakan perbuatan keji yang nyata, niscaya akan di lipat gandakan siksaan kepada mereka dua kali lipat. Dan adalah yang demikian itu mudah bagi Allah.",hai isteriisteri nabi siapasiapa antara buat keji nyata niscaya lipat ganda siksa kali lipat mudah allah
33,31,"Dan barang siapa diantara kamu sekalian (isteri-isteri nabi) tetap taat kepada Allah dan Rasul-Nya dan mengerjakan amal yang saleh, niscata Kami memberikan kepadanya pahala dua kali lipat dan Kami sediakan baginya rezeki yang mulia.",barang isteriisteri nabi taat allah rasul amal saleh niscata pahala kali lipat sedia bagi rezeki mulia
33,32,"Hai isteri-isteri Nabi, kamu sekalian tidaklah seperti wanita yang lain, jika kamu bertakwa. Maka janganlah kamu tunduk dalam berbicara sehingga berkeinginanlah orang yang ada penyakit dalam hatinya dan ucapkanlah perkataan yang baik,",hai isteriisteri nabi wanita takwa tunduk bicara ingin orang sakit hati ucap kata
33,41,"Hai orang-orang yang beriman, berzdikirlah (dengan menyebut nama) Allah, zikir yang sebanyak-banyaknya.",hai orangorang iman berzdikirlah sebut nama allah zikir sebanyakbanyaknya
33,44,Salam penghormatan kepada mereka (orang-orang mukmin itu) pada hari mereka menemui-Nya ialah: Salam; dan Dia menyediakan pahala yang mulia bagi mereka.,salam hormat orangorang mukmin hari temu salam sedia pahala mulia
33,47,Dan sampaikanlah berita gembira kepada orang-orang mukmin bahwa sesungguhnya bagi mereka karunia yang besar dari Allah.,sampai berita gembira orangorang mukmin sungguh karunia allah
33,51,"Kamu boleh menangguhkan menggauli siapa yang kamu kehendaki di antara mereka (isteri-isterimu) dan (boleh pula) menggauli siapa yang kamu kehendaki. Dan siapa-siapa yang kamu ingini untuk menggaulinya kembali dari perempuan yang telah kamu cerai, maka tidak ada dosa bagimu. Yang demikian itu adalah lebih dekat untuk ketenangan hati mereka, dan mereka tidak merasa sedih, dan semuanya rela dengan apa yang telah kamu berikan kepada mereka. Dan Allah mengetahui apa yang (tersimpan) dalam hatimu. Dan adalah Allah Maha Mengetahui lagi Maha Penyantun.",tangguh gaul hendak isteriisterimu gaul hendak siapasiapa ingin gaul perempuan cerai dosa bagi tenang hati sedih rela allah simpan hati allah maha maha santun
33,52,"Tidak halal bagimu mengawini perempuan-perempuan sesudah itu dan tidak boleh (pula) mengganti mereka dengan isteri-isteri (yang lain), meskipun kecantikannya menarik hatimu kecuali perempuan-perempuan (hamba sahaya) yang kamu miliki. Dan adalah Allah Maha Mengawasi segala sesuatu.",halal bagi awin perempuanperempuan ganti isteriisteri cantik tarik hati kecuali perempuanperempuan hamba sahaya milik allah maha awas
33,54,"Jika kamu melahirkan sesuatu atau menyembunyikannya, maka sesungguhnya Allah adalah Maha Mengetahui segala sesuatu.",lahir sembunyi sungguh allah maha
33,55,"Tidak ada dosa atas isteri-isteri Nabi (untuk berjumpa tanpa tabir) dengan bapak-bapak mereka, anak-anak laki-laki mereka, saudara laki-laki mereka, anak laki-laki dari saudara laki-laki mereka, anak laki-laki dari saudara mereka yang perempuan yang beriman dan hamba sahaya yang mereka miliki, dan bertakwalah kamu (hai isteri-isteri Nabi) kepada Allah. Sesungguhnya Allah Maha Menyaksikan segala sesuatu.",dosa isteriisteri nabi jumpa tabir bapakbapak anakanak lakilaki saudara lakilaki anak lakilaki saudara lakilaki anak lakilaki saudara perempuan iman hamba sahaya milik takwa hai isteriisteri nabi allah sungguh allah maha saksi
33,59,"Hai Nabi, katakanlah kepada isteri-isterimu, anak-anak perempuanmu dan isteri-isteri orang mukmin: \""Hendaklah mereka mengulurkan jilbabnya ke seluruh tubuh mereka\"". Yang demikian itu supaya mereka lebih mudah untuk dikenal, karena itu mereka tidak di ganggu. Dan Allah adalah Maha Pengampun lagi Maha Penyayang.",hai nabi isteriisterimu anakanak perempuan isteriisteri orang mukmin ulur jilbab tubuh mudah kenal ganggu allah maha kam maha sayang
33,61,"dalam keadaan terlaknat. Di mana saja mereka dijumpai, mereka ditangkap dan dibunuh dengan sehebat-hebatnya.",laknat jumpa tangkap bunuh sehebathebatnya
33,67,"Dan mereka berkata: \""Ya Tuhan kami, sesungguhnya kami telah mentaati pemimpin-pemimpin dan pembesar-pembesar kami, lalu mereka menyesatkan kami dari jalan (yang benar).",ya tuhan sungguh taat pemimpinpemimpin pembesarpembesar sesat jalan
33,68,"Ya Tuhan kami, timpakanlah kepada mereka azab dua kali lipat dan kutuklah mereka dengan kutukan yang besar\"".",ya tuhan timpa azab kali lipat kutuk kutu
34,5,"Dan orang-orang yang berusaha untuk (menentang) ayat-ayat Kami dengan anggapan mereka dapat melemahkan (menggagalkan azab Kami), mereka itu memperoleh azab, yaitu (jenis) azab yang pedih.",orangorang usaha tentang ayatayat anggap lemah gagal azab oleh azab jenis azab pedih
34,16,"Tetapi mereka berpaling, maka Kami datangkan kepada mereka banjir yang besar dan Kami ganti kedua kebun mereka dengan dua kebun yang ditumbuhi (pohon-pohon) yang berbuah pahit, pohon Atsl dan sedikit dari pohon Sidr.",paling datang banjir ganti kebun kebun tumbuh pohonpohon buah pahit pohon atsl pohon sidr
34,17,"Demikianlah Kami memberi balasan kepada mereka karena kekafiran mereka. Dan Kami tidak menjatuhkan azab (yang demikian itu), melainkan hanya kepada orang-orang yang sangat kafir.",balas kafir jatuh azab orangorang kafir
34,18,"Dan Kami jadikan antara mereka dan antara negeri-negeri yang Kami limpahkan berkat kepadanya, beberapa negeri yang berdekatan dan Kami tetapkan antara negeri-negeri itu (jarak-jarak) perjalanan. Berjalanlah kamu di kota-kota itu pada malam hari dan siang hari dengan dengan aman.",jadi negerinegeri limpah berkat negeri dekat tetap negerinegeri jarakjarak jalan jalan kotakota malam hari siang hari aman
34,21,"Dan tidak adalah kekuasaan iblis terhadap mereka, melainkan hanyalah agar Kami dapat membedakan siapa yang beriman kepada adanya kehidupan akhirat dari siapa yang ragu-ragu tentang itu. Dan Tuhanmu Maha Memelihara segala sesuatu.",kuasa iblis beda iman hidup akhirat raguragu tuhan maha pelihara
34,25,"Katakanlah: \""Kamu tidak akan ditanya (bertanggung jawab) tentang dosa yang kami perbuat dan kami tidak akan ditanya (pula) tentang apa yang kamu perbuat\"".",tanggung jawab dosa buat buat
34,29,"Dan mereka berkata: \""Kapankah (datangnya) janji ini, jika kamu adalah orang-orang yang benar?\"".",datang janji orangorang
34,30,"Katakanlah: \""Bagimu ada hari yang telah dijanjikan (hari kiamat) yang tiada dapat kamu minta mundur daripadanya barang sesaatpun dan tidak (pula) kamu dapat meminta supaya diajukan\"".",bagi hari janji hari kiamat tiada mundur daripada barang saat aju
34,38,"Dan orang-orang yang berusaha (menentang) ayat-ayat Kami dengan anggapan untuk dapat melemahkan (menggagalkan azab Kami), mereka itu dimasukkan ke dalam azab.",orangorang usaha tentang ayatayat anggap lemah gagal azab masuk azab
34,44,Dan Kami tidak pernah memberikan kepada mereka kitab-kitab yang mereka baca dan sekali-kali tidak pernah (pula) mengutus kepada mereka sebelum kamu seorang pemberi peringatanpun.,kitabkitab baca sekalikali utus beri ingat
34,45,Dan orang-orang yang sebelum mereka telah mendustakan sedang orang-orang kafir Mekah itu belum sampai menerima sepersepuluh dari apa yang telah Kami berikan kepada orang-orang dahulu itu lalu mereka mendustakan rasul-rasul-Ku. Maka alangkah hebatnya akibat kemurkaan-Ku.,orangorang dusta orangorang kafir mekah terima puluh orangorang dusta rasulrasulku alangkah hebat akibat murka
34,46,"Katakanlah: \""Sesungguhnya aku hendak memperingatkan kepadamu suatu hal saja, yaitu supaya kamu menghadap Allah (dengan ikhlas) berdua-dua atau sendiri-sendiri; kemudian kamu fikirkan (tentang Muhammad) tidak ada penyakit gila sedikitpun pada kawanmu itu. Dia tidak lain hanyalah pemberi peringatan bagi kamu sebelum (menghadapi) azab yang keras.",sungguh ingat kepada hadap allah ikhlas berduadua sendirisendiri fikirkan muhammad sakit gila sedikit kawan beri ingat hadap azab keras
34,49,"Katakanlah: \""Kebenaran telah datang dan yang batil itu tidak akan memulai dan tidak (pula) akan mengulangi\"".",benar batil ulang
34,51,"Dan (alangkah hebatnya) jikalau kamu melihat ketika mereka (orang-orang kafir) terperanjat ketakutan (pada hari kiamat); maka mereka tidak dapat melepaskan diri dan mereka ditangkap dari tempat yang dekat (untuk dibawa ke neraka),",alangkah hebat orangorang kafir peranjat takut hari kiamat lepas tangkap bawa neraka
34,52,"dan (di waktu itu) mereka berkata: \""Kami beriman kepada Allah\"", bagaimanakah mereka dapat mencapai (keimanan) dari tempat yang jauh itu.",iman allah capai iman
34,53,Dan sesungguhnya mereka telah mengingkari Allah sebelum itu; dan mereka menduga-duga tentang yang ghaib dari tempat yang jauh.,sungguh ingkar allah mendugaduga ghaib
34,54,Dan dihalangi antara mereka dengan apa yang mereka ingini sebagaimana yang dilakukan terhadap orang-orang yang serupa dengan mereka pada masa dahulu. Sesungguhnya mereka dahulu (di dunia) dalam keraguan yang mendalam.,halang ingin orangorang sungguh dunia ragu dalam
35,10,"Barangsiapa yang menghendaki kemuliaan, maka bagi Allah-lah kemuliaan itu semuanya. Kepada-Nya-lah naik perkataan-perkataan yang baik dan amal yang saleh dinaikkan-Nya. Dan orang-orang yang merencanakan kejahatan bagi mereka azab yang keras. Dan rencana jahat mereka akan hancur.",barangsiapa mulia allah mulia kepada perkataanperkataan amal saleh naik orangorang rencana jahat azab keras rencana jahat hancur
35,16,"Jika Dia menghendaki, niscaya Dia memusnahkan kamu dan mendatangkan makhluk yang baru (untuk menggantikan kamu).",niscaya musnah makhluk ganti
35,17,Dan yang demikian itu sekali-kali tidak sulit bagi Allah.,sekalikali sulit allah
35,19,Dan tidaklah sama orang yang buta dengan orang yang melihat.,orang buta orang
35,20,"dan tidak (pula) sama gelap gulita dengan cahaya,",gelap gulita cahaya
35,21,"dan tidak (pula) sama yang teduh dengan yang panas,",teduh panas
35,24,Sesungguhnya Kami mengutus kamu dengan membawa kebenaran sebagai pembawa berita gembira dan sebagai pemberi peringatan. Dan tidak ada suatu umatpun melainkan telah ada padanya seorang pemberi peringatan.,sungguh utus bawa benar bawa berita gembira beri ingat umat beri ingat
35,26,Kemudian Aku azab orang-orang yang kafir; maka (lihatlah) bagaimana (hebatnya) akibat kemurkaan-Ku.,azab orangorang kafir lihat hebat akibat murka
35,32,"Kemudian Kitab itu Kami wariskan kepada orang-orang yang Kami pilih di antara hamba-hamba Kami, lalu di antara mereka ada yang menganiaya diri mereka sendiri dan di antara mereka ada yang pertengahan dan diantara mereka ada (pula) yang lebih dahulu berbuat kebaikan dengan izin Allah. Yang demikian itu adalah karunia yang amat besar.",kitab waris orangorang pilih hambahamba aniaya tengah buat baik izin allah karunia
35,34,"Dan mereka berkata: \""Segala puji bagi Allah yang telah menghilangkan duka cita dari kami. Sesungguhnya Tuhan kami benar-benar Maha Pengampum lagi Maha Mensyukuri.",puji allah hilang duka cita sungguh tuhan benarbenar maha pengampum maha syukur
35,35,"Yang menempatkan kami dalam tempat yang kekal (surga) dari karunia-Nya; didalamnya kami tiada merasa lelah dan tiada pula merasa lesu\"".",tempat kekal surga karunia dalam tiada lelah tiada lesu
35,37,"Dan mereka berteriak di dalam neraka itu: \""Ya Tuhan kami, keluarkanlah kami niscaya kami akan mengerjakan amal yang saleh berlainan dengan yang telah kami kerjakan\"". Dan apakah Kami tidak memanjangkan umurmu dalam masa yang cukup untuk berfikir bagi orang yang mau berfikir, dan (apakah tidak) datang kepada kamu pemberi peringatan? maka rasakanlah (azab Kami) dan tidak ada bagi orang-orang yang zalim seorang penolongpun.",teriak neraka ya tuhan keluar niscaya amal saleh kerja panjang umur berfikir orang berfikir beri ingat rasa azab orangorang zalim tolong
35,42,"Dan mereka bersumpah dengan nama Allah dengan sekuat-kuat sumpah; sesungguhnya jika datang kepada mereka seorang pemberi peringatan, niscaya mereka akan lebih mendapat petunjuk dari salah satu umat-umat (yang lain). Tatkala datang kepada mereka pemberi peringatan, maka kedatangannya itu tidak menambah kepada mereka, kecuali jauhnya mereka dari (kebenaran),",sumpah nama allah sekuatkuat sumpah sungguh beri ingat niscaya tunjuk salah umatumat tatkala beri ingat datang tambah kecuali jauh benar
35,45,"Dan kalau sekiranya Allah menyiksa manusia disebabkan usahanya, niscaya Dia tidak akan meninggalkan di atas permukaan bumi suatu mahluk yang melatapun akan tetapi Allah menangguhkan (penyiksaan) mereka, sampai waktu yang tertentu; maka apabila datang ajal mereka, maka sesungguhnya Allah adalah Maha Melihat (keadaan) hamba-hamba-Nya.",allah siksa manusia sebab usaha niscaya tinggal muka bumi mahluk lata allah tangguh siksa ajal sungguh allah maha hambahambanya
36,1,Yaa siin,yaa siin
36,2,"Demi Al Quran yang penuh hikmah,",al quran penuh hikmah
